age,sexe,taux,situationFamiliale,nbEnfantsAcharge,deuxiemeVoiture,immatriculation
67,F,473,En Couple,0,FALSE,8999 KN 71
25,F,497,En Couple,4,FALSE,8053 MX 78
40,F,181,En Couple,0,FALSE,1061 TQ 73
37,F,436,En Couple,1,FALSE,9594 YF 93
36,M,415,En Couple,0,FALSE,9686 PI 16
45,F,490,En Couple,1,FALSE,6478 AP 25
70,M,153,celibataire,0,FALSE,1641 FW 92
37,M,737,En Couple,2,FALSE,3143 FZ 88
56,F,566,En Couple,1,FALSE,366 FA 57
38,M,1048,En Couple,0,FALSE,6560 HE 42
71,F,198,celibataire,0,FALSE,7576 XZ 54
55,F,1311,En Couple,3,FALSE,387 IA 17
52,M,899,celibataire,0,FALSE,6556 RR 47
31,M,432,En Couple,2,FALSE,6848 QQ 55
56,M,583,En Couple,3,FALSE,6960 XF 66
21,F,177,En Couple,2,FALSE,6052 QE 48
22,F,191,En Couple,2,TRUE,5404 NR 92
29,M,572,En Couple,2,FALSE,914 NP 17
37,M,423,celibataire,0,FALSE,2908 HO 49
55,M,484,En Couple,3,FALSE,5997 VY 13
53,F,781,celibataire,0,FALSE,1691 TL 22
72,F,157,En Couple,3,TRUE,2555 IE 13
37,M,461,En Couple,3,FALSE,4632 DD 64
74,M,161,celibataire,0,FALSE,163 SH 49
27,M,973,En Couple,1,FALSE,3572 KH 80
24,M,554,En Couple,3,TRUE,5151 JG 97
26,M,568,En Couple,1,FALSE,5570 NT 77
40,M,243,En Couple,3,FALSE,219 DF 22
55,M,239,celibataire,0,FALSE,8790 EB 72
20,M,231,En Couple,4,FALSE,6835 BL 60
37,M,553,En Couple,1,FALSE,4870 EZ 12
76,M,538,En Couple,2,TRUE,4120 LC 41
58,M,588,En Couple,2,TRUE,2027 RA 22
23,M,183,En Couple,3,FALSE,2091 WL 78
42,F,593,En Couple,2,FALSE,960 WW 23
59,M,451,En Couple,0,FALSE,3024 XC 10
59,M,1188,En Couple,0,FALSE,3953 ZH 89
37,M,523,En Couple,2,FALSE,2316 CG 15
79,M,171,En Couple,2,TRUE,1549 SD 25
82,M,565,En Couple,3,FALSE,9991 OC 36
44,F,544,En Couple,0,FALSE,4581 HA 31
78,M,215,En Couple,2,TRUE,1307 LH 92
61,M,554,celibataire,0,FALSE,2490 EY 25
50,M,492,celibataire,0,FALSE,1522 CU 44
31,M,1269,celibataire,0,FALSE,8706 ZU 55
19,F,1186,celibataire,0,FALSE,1099 PC 12
22,M,442,celibataire,0,FALSE,8850 RC 25
84,M,430,celibataire,0,FALSE,3060 CQ 16
21,M,719,celibataire,0,FALSE,4245 WK 66
25,F,435,En Couple,1,FALSE,1233 AA 55
21,F,431,celibataire,0,FALSE,819 KS 94
25,F,1302,En Couple,3,FALSE,1331 OR 41
21,M,1088,En Couple,1,FALSE,8458 BW 72
33,M,449,En Couple,1,TRUE,2466 BB 38
19,M,589,En Couple,4,FALSE,2185 AB 21
30,M,1172,En Couple,1,FALSE,6596 FD 82
26,M,444,En Couple,3,FALSE,4831 EA 55
34,M,578,celibataire,0,FALSE,5234 JG 32
26,F,417,En Couple,1,FALSE,4896 KL 25
57,F,524,En Couple,0,TRUE,3849 XE 39
44,M,191,En Couple,1,FALSE,9999 QJ 55
60,M,409,En Couple,2,FALSE,9238 DA 50
21,M,208,celibataire,0,FALSE,7509 XJ 54
65,M,1166,En Couple,2,FALSE,4361 EI 17
49,M,431,En Couple,1,TRUE,1672 UO 66
82,F,539,En Couple,3,FALSE,50 UK 68
50,M,516,En Couple,0,FALSE,2036 EY 95
71,F,544,En Couple,1,FALSE,6631 UU 76
40,F,470,En Couple,-1,FALSE,4421 OY 80
79,F,787,celibataire,0,FALSE,6348 BI 11
75,M,1313,celibataire,0,FALSE,9514 WG 81
52,M,491,En Couple,1,FALSE,5272 GF 87
39,F,228,En Couple,4,TRUE,8564 QT 44
26,M,419,En Couple,4,TRUE,902 CR 64
42,M,784,En Couple,4,FALSE,756 BE 73
66,F,550,celibataire,0,FALSE,7905 IY 60
64,M,406,En Couple,0,FALSE,960 JP 95
24,F,1068,En Couple,1,FALSE,758 EV 63
73,M,797,Seule,2,FALSE,5373 XW 27
43,M,569,En Couple,2,FALSE,389 NV 98
31,M,499,En Couple,1,TRUE,2070 FT 25
18,F,514,En Couple,3,FALSE,3440 MM 78
59,F,536,En Couple,3,TRUE,8995 EY 60
25,M,407,En Couple,0,FALSE,9610 JK 84
62,F,223,En Couple,1,FALSE,1682 RA 37
29,M,400,celibataire,0,FALSE,905 QQ 70
66,F,1047,celibataire,0,FALSE,3842 MR 28
39,M,593,celibataire,0,FALSE,7589 PT 71
64,M,554,En Couple,4,FALSE,7586 TQ 16
37,F,786,En Couple,1,FALSE,726 XA 49
68,M,917,Seule,3,FALSE,3206 FR 65
32,M,569,En Couple,0,FALSE,4568 CM 96
38,F,525,En Couple,2,TRUE,6146 CP 36
22,F,232,En Couple,3,TRUE,186 RA 92
21,M,175,En Couple,1,FALSE,9788 ZG 34
58,M,861,En Couple,4,TRUE,3850 LB 60
60,M,793,En Couple,4,FALSE,3453 OT 73
18,M,558,celibataire,0,FALSE,2330 RH 52
24,M,554,celibataire,0,FALSE,3776 GS 82
28,F,816,Seule,3,FALSE,414 OP 98
35,M,208,En Couple,2,TRUE,1490 SZ 42
45,M,817,celibataire,0,FALSE,907 DR 72
42,M,181,celibataire,0,FALSE,4208 HZ 92
21,M,1326,En Couple,4,FALSE,3593 ON 44
45,M,430,celibataire,0,FALSE,9787 BE 85
74,M,526,En Couple,1,TRUE,6706 GU 22
69,M,495,celibataire,0,FALSE,502 UX 24
27,F,470,celibataire,0,FALSE,2128 TF 55
21,M,1087,En Couple,3,TRUE,3446 VE 37
29,F,822,En Couple,2,FALSE,1346 OC 12
29,M,183,En Couple,4,FALSE,481 AC 47
54,M,245,En Couple,1,FALSE,1799 CA 75
46,M,1092,En Couple,3,FALSE,2527 IP 88
61,M,1155,En Couple,3,TRUE,2976 PD 63
71,M,1376,celibataire,0,FALSE,5212 ZG 81
27,M,230,celibataire,0,FALSE,8626 JM 74
59,M,496,N/D,0,TRUE,9955 MO 71
56,M,541,En Couple,1,FALSE,3265 KS 94
65,M,547,En Couple,2,FALSE,4356 QY 64
29,M,170,En Couple,4,TRUE,2230 UI 69
68,M,1351,En Couple,3,FALSE,318 UI 48
25,M,476,celibataire,0,FALSE,8698 NZ 60
34,M,1315,celibataire,0,FALSE,2549 KS 91
53,M,584,En Couple,2,FALSE,2536 JK 80
25,M,516,En Couple,1,TRUE,7580 LU 93
22,M,406,En Couple,1,FALSE,6190 CN 54
29,M,530,En Couple,2,TRUE,1932 AF 54
42,M,1279,celibataire,0,FALSE,4220 NB 13
24,F,1359,En Couple,0,FALSE,1323 IY 51
56,M,444,celibataire,0,FALSE,4338 TH 49
27,M,1209,En Couple,4,FALSE,8981 FD 31
59,M,541,En Couple,0,FALSE,390 AR 62
25,M,596,celibataire,0,FALSE,7830 IM 15
77,M, ,En Couple,1,FALSE,2140 TW 40
22,M,247,En Couple,1,FALSE,5966 CR 94
36,M,432,En Couple,0,TRUE,4427 LL 41
50,M,532,celibataire,0,FALSE,2747 ZT 61
49,M,1263,celibataire,0,FALSE,2782 LF 40
23,F,165,En Couple,2,FALSE,1729 IA 73
32,F,507,En Couple,1,TRUE,4112 UT 33
64,M,201,celibataire,0,FALSE,1685 MK 46
79,M,185,En Couple,3,FALSE,1710 FU 49
52,M,521,celibataire,0,FALSE,7469 KT 96
18,F,180,celibataire,0,FALSE,809 SE 56
19,M,521,Seule,2,FALSE,9345 UD 58
81,F,225,En Couple,3,TRUE,6497 RF 10
20,M,537,En Couple,1,FALSE,381 SN 86
27,F,1244,En Couple,1,FALSE,4810 QI 28
20,M,584,celibataire,0,FALSE,4028 TH 18
26,M,520,En Couple,4,FALSE,7786 AE 66
32,M,405,En Couple,1,FALSE,2798 WN 64
64,M,175,En Couple,1,FALSE,4392 XA 59
23,M,172,En Couple,3,TRUE,2066 ON 12
57,M,456,En Couple,0,FALSE,1486 ON 57
47,M,1071,celibataire,0,FALSE,1260 WC 73
21,F,233,Seule,1,FALSE,6920 TB 86
20,F,226,Seule,1,FALSE,6288 PB 79
55,F,156,En Couple,2,FALSE,5187 MQ 39
26,M,481,En Couple,0,FALSE,2516 EV 32
38,M,1339,En Couple,2,FALSE,3134 TH 17
39,M,1154,En Couple,1,FALSE,6497 DJ 37
37,M,404,En Couple,4,TRUE,3499 BP 86
24,M,570,celibataire,0,FALSE,5299 AZ 24
31,M,446,En Couple,0,FALSE,2894 LR 37
18,M,1214,celibataire,0,FALSE,3572 DW 53
41,M,432,Seule,1,FALSE,9836 VP 85
54,M,955,En Couple,2,TRUE,1156 WG 58
80,F,835,En Couple,3,FALSE,9117 MN 91
58,F,459,En Couple,1,FALSE,3203 FD 27
79,F,477,En Couple,1,FALSE,6555 MK 56
18,M,178,celibataire,0,FALSE,8789 QK 70
44,M,555,En Couple,3,FALSE,2704 UH 65
37,F,496,En Couple,2,FALSE,9068 MB 47
40,M,516,celibataire,0,FALSE,1979 ZO 52
35,M,546,Seule,2,FALSE,5105 MI 88
48,M,576,En Couple,1,FALSE,3243 LO 26
39,M,246,celibataire,0,FALSE,4348 GI 21
27,M,421,En Couple,3,TRUE,1714 BL 20
18,F,501,En Couple,4,FALSE,3862 TG 11
35,M,523,celibataire,0,FALSE,7538 RG 21
27,M,846,En Couple,2,FALSE,5646 FA 56
45,M,1093,celibataire,0,FALSE,5267 NJ 72
31,M,549,En Couple,0,FALSE,4096 ZD 81
49,F,1025,celibataire,0,FALSE,7851 LE 26
21,M,943,En Couple,2,FALSE,319 GW 82
22,F,1190,En Couple,0,FALSE,5587 LD 84
28,M,198,celibataire,0,FALSE,7388 PA 44
44,F,510,En Couple,2,FALSE,4793 VA 50
56,M,585,celibataire,0,FALSE,2011 FT 44
29,M,418,En Couple,2,FALSE,9896 WP 45
20,F,1330,En Couple,1,FALSE,6357 UZ 39
43,M,946,celibataire,0,FALSE,2240 OX 42
46,M,840,celibataire,0,FALSE,880 VZ 97
53,F,465,En Couple,3,TRUE,9092 TG 12
28,M,522,En Couple,2,FALSE,3240 SK 70
32,M,962,celibataire,0,FALSE,6183 EX 56
21,F,428,En Couple,4,FALSE,7018 SQ 43
18,M,510,celibataire,0,FALSE,3502 QF 94
48,M,477,celibataire,0,FALSE,6419 WB 97
21,F,495,celibataire,0,FALSE,2480 EN 55
50,F,1272,Marie,1,TRUE,3492 PY 72
 ,M,553,celibataire,0,FALSE,2168 CB 45
59,F,1368,celibataire,0,FALSE,3809 XY 81
35,M,721,celibataire,0,FALSE,1745 JF 83
26,M,165,celibataire,0,FALSE,284 KU 85
54,M,546,En Couple,3,FALSE,1512 BL 65
32,M,969,En Couple,4,FALSE,3758 IP 67
18,M,400,celibataire,0,FALSE,1534 IT 82
42,M,1081,celibataire,0,FALSE,6287 LT 63
35,M,496,celibataire,0,FALSE,755 GX 22
79,M,1207,En Couple,3,FALSE,7704 PY 58
37,M,415,En Couple,0,FALSE,7083 GW 16
50,F,240,En Couple,2,FALSE,4616 LL 12
26,F,464,En Couple,2,FALSE,7964 LA 62
35,M,564,En Couple,2,TRUE,2459 FF 65
45,M,408,celibataire,0,FALSE,9774 DM 91
39,F,406,celibataire,0,FALSE,1732 HG 36
40,F,574,celibataire,0,FALSE,3257 XI 49
36,M,1074,celibataire,0,FALSE,8468 IM 93
59,F,550,celibataire,0,FALSE,4490 XJ 29
55,F,152,celibataire,0,FALSE,5680 HH 80
55,F,522,En Couple,4,FALSE,3069 ER 89
49,M,213,celibataire,0,FALSE,2526 JS 92
41,M,525,En Couple,0,FALSE,5124 RG 11
25,F,567,celibataire,0,FALSE,3192 HU 84
60,M,460,Seule,3,FALSE,8318 GD 61
35,M,464,En Couple,4,TRUE,1367 ID 15
22,M,897,En Couple,0,FALSE,4736 MX 36
20,M,595,En Couple,3,FALSE,7128 VR 68
19,F,1197,celibataire,0,FALSE,1247 AA 66
76,M,434,En Couple,4,TRUE,2090 KI 63
56,M,826,En Couple,3,FALSE,5347 AK 31
41,M,440,En Couple,0,FALSE,1358 UR 81
21,F,235,celibataire,0,FALSE,3974 EZ 50
34,M,1176,En Couple,0,TRUE,117 OJ 79
49,F,461,En Couple,2,FALSE,850 JM 91
58,M,1138,En Couple,2,FALSE,6501 HF 62
20,M,435,celibataire,0,FALSE,6854 MI 45
61,M,410,En Couple,0,FALSE,6116 JD 54
53,M,419,celibataire,0,FALSE,5377 XO 69
58,M,590,En Couple,2,FALSE,4266 NJ 91
45,M,759,En Couple,1,FALSE,5413 BZ 53
18,F,422,En Couple,3,TRUE,3715 OT 63
35,F,1367,En Couple,0,FALSE,5269 WT 61
23,M,414,celibataire,0,FALSE,346 CN 29
63,M,823,celibataire,0,FALSE,7542 CI 10
43,F,484,celibataire,0,FALSE,4799 JA 19
24,F,405,En Couple,0,FALSE,1377 NV 74
33,M,403,Seule,3,FALSE,962 IX 15
22,M,437,En Couple,4,FALSE,5871 TD 92
75,F,497,En Couple,2,FALSE,7652 ED 84
33,M,1123,celibataire,0,FALSE,1803 FA 61
30,F,1077,En Couple,1,FALSE,8236 EI 36
54,M,426,En Couple,2,FALSE,9091 XL 61
73,F,527,En Couple,3,FALSE,8592 UL 58
80,M,185,En Couple,1,FALSE,2551 DC 54
46,M,565,Seule,2,FALSE,9687 PH 21
22,F,234,En Couple,2,FALSE,2488 KY 95
22,F,1174,Seule,3,FALSE,2413 JJ 79
51,M,534,En Couple,1,FALSE,8154 SK 16
76,M,854,En Couple,2,FALSE,9647 LG 28
26,M,1119,En Couple, ,FALSE,8690 QD 13
45,F,598,En Couple,2,TRUE,3866 IQ 88
26,F,163,En Couple,3,FALSE,6983 VQ 36
54,M,985,En Couple,3,FALSE,2432 OX 66
54,F,1169,En Couple,2,FALSE,6244 IH 66
30,F,551,celibataire,0,FALSE,4722 OG 97
33,F,511,En Couple,2,FALSE,7828 FW 25
52,M,592,Seule,2,FALSE,7030 YB 46
37,F,545,En Couple,1,FALSE,9685 XP 10
58,M,585,En Couple,3,FALSE,8722 SW 24
20,M,452,celibataire,0,FALSE,4277 ZX 80
73,M,572,En Couple,1,TRUE,7518 GF 35
18,M,856,Marie,0,FALSE,1447 TQ 24
18,M,437,celibataire,0,FALSE,4182 BS 87
31,M,782,celibataire,0,FALSE,1663 TR 53
52,M,783,En Couple,0,FALSE,9861 TG 36
54,M,877,celibataire,0,FALSE,9377 NS 88
40,M,972,celibataire,0,FALSE,3211 MZ 45
29,F,1101,celibataire,0,FALSE,5877 WK 18
66,F,742,En Couple,1,FALSE,7736 GZ 56
30,F,224,En Couple,0,FALSE,9174 SI 41
72,M,424,Seule,3,FALSE,6190 EJ 58
56,M,542,celibataire,0,FALSE,6989 CI 44
20,M,1325,En Couple,4,FALSE,7714 VV 74
23,F,524,En Couple,1,FALSE,986 SQ 76
18,M,800,celibataire,0,FALSE,9578 IV 21
24,M,453,En Couple,0,FALSE,4075 LG 80
22,M,405,En Couple,1,FALSE,5696 EM 76
38,M,205,En Couple,3,FALSE,4035 IP 80
49,M,227,En Couple,4,FALSE,7661 SD 36
80,M,178,En Couple,0,FALSE,1812 RL 16
32,F,561,En Couple,1,FALSE,4174 AA 64
46,F,813,celibataire,0,FALSE,5012 EW 16
55,M,535,En Couple,0,FALSE,6098 FP 69
45,F,1303,celibataire,0,FALSE,2219 PR 40
53,M,464,celibataire,0,FALSE,3658 SJ 84
45,F,522,En Couple,1,FALSE,5715 PE 95
23,M,445,En Couple,1,TRUE,1735 HK 59
52,F,443,En Couple,4,FALSE,1223 VO 75
46,F,166,En Couple,1,FALSE,7215 UT 10
42,F,547,En Couple,3,FALSE,8420 FN 50
50,M,1318,Marie,1,FALSE,2696 IH 42
41,M,1364,Seule,2,FALSE,8202 MG 47
53,F,525,celibataire,0,FALSE,7883 TQ 31
76,M,475,En Couple,1,FALSE,6538 FI 45
68,M,407,En Couple,1,FALSE,9762 ST 96
30,F,415,En Couple,0,FALSE,6937 YU 62
36,M,814,En Couple,0,FALSE,3929 ET 85
66,F,185,En Couple,1,FALSE,4156 XJ 79
58,F,943,En Couple,3,FALSE,1104 BD 83
43, ,477,celibataire,0,FALSE,90 IU 95
42,F,200,Seule,3,FALSE,278 VP 50
51,F,468,celibataire,0,FALSE,5821 SI 75
24,F,432,Seule,3,FALSE,7791 IJ 76
56,M,1241,En Couple,0,FALSE,9072 WQ 14
23,F,973,En Couple,0,FALSE,5359 LY 96
45,M,524,En Couple,0,FALSE,9313 AD 15
39,M,439,celibataire,0,FALSE,5853 YA 74
57,M,401,En Couple,2,FALSE,1392 CC 55
69,M,592,En Couple,4,FALSE,6336 WY 80
33,M,534,Marie,0,FALSE,5406 CV 75
35,F,1014,celibataire,0,FALSE,2117 WA 84
59,M,585,En Couple,2,FALSE,1167 OZ 25
36,M,464,celibataire,0,FALSE,294 JC 96
24,M,584,celibataire,0,FALSE,9159 FI 16
40,F,408,En Couple,4,FALSE,755 OE 32
67,M,489,celibataire,0,FALSE,7520 WK 67
18,F,530,celibataire,0,FALSE,3069 WR 12
38,F,162,celibataire,0,FALSE,4946 PD 46
28,M,1172,celibataire,0,FALSE,7557 HM 45
30,M,546,celibataire,0,FALSE,4617 XQ 11
18,F,1159,En Couple,3,FALSE,9153 OC 57
35,F,576,celibataire,0,FALSE,3459 BE 10
35,M,190,celibataire,0,FALSE,7159 HN 89
83,M,992,En Couple,3,TRUE,1886 JG 24
58,F,489,En Couple,4,FALSE,3232 HX 21
20,M,244,En Couple,3, ,6478 CY 87
40,M,827,En Couple,4,FALSE,3846 YT 85
53,F,1105,En Couple,3,FALSE,4468 RD 18
32,M,210,celibataire,0,FALSE,2245 NE 13
71,M,423,En Couple,1,FALSE,3127 NU 98
28,M,599,Seule,3,FALSE,3917 EV 20
28,F,811,En Couple,3,FALSE,5087 EV 59
61,M,190,En Couple,3,FALSE,3198 FN 34
54,M,775,En Couple,1,TRUE,7796 RL 19
59,M,1140,Seule,2,FALSE,3818 UX 25
46,M,1069,En Couple,2,FALSE,5683 LP 95
39,M,1165,celibataire,0,FALSE,5414 OH 31
53,F,1118,celibataire,0,FALSE,3769 RH 55
45,M,531,En Couple,1,FALSE,2904 NE 20
36,M,431,En Couple,2,FALSE,7237 HF 39
19,M,428,En Couple,2,TRUE,9002 EJ 36
46,F,863,En Couple,0,FALSE,3370 RJ 95
53,M,235,En Couple,4,TRUE,1589 AH 67
27,M,897,celibataire,0,FALSE,4298 KL 38
44,M,480,celibataire,0,FALSE,54 IR 69
48,M,403,En Couple,2,FALSE,7787 VT 51
38,M,160,celibataire,0,FALSE,2605 OL 40
36,M,730,celibataire,0,FALSE,3525 ZG 11
25,M,193,En Couple,0,FALSE,3208 SZ 87
20,F,505,celibataire,0,FALSE,8514 DV 68
56,M,948,En Couple,4,FALSE,6188 PK 25
54,F,878,En Couple,4,FALSE,4589 GX 39
54,M,1214,celibataire,0,FALSE,4172 SS 85
37,M,554,celibataire,0,FALSE,6899 WB 77
54,M,833,celibataire,0,FALSE,7119 MJ 20
75,M,580,celibataire,0,FALSE,1028 IC 63
20,F,1205,celibataire,0,FALSE,7246 TZ 66
31,M,1002,En Couple,2,TRUE,7586 BS 77
25,M,1083,celibataire,0,FALSE,8690 HN 93
35,M,566,En Couple,2,FALSE,2880 HH 48
22,M,227,En Couple,4,TRUE,4154 VI 54
57,M,835,En Couple,2,FALSE,7811 AC 76
43,F,446,En Couple,1,FALSE,1603 YG 95
75,M,500,Seule,1,FALSE,5092 ZQ 19
48,M,555,celibataire,0,FALSE,2797 TN 83
26,M,903,En Couple,2,FALSE,3548 QS 97
35,F,591,En Couple,2,FALSE,6700 RC 18
45,M,572,En Couple,0,FALSE,5479 EE 19
61,M,240,celibataire,0,FALSE,1236 EJ 86
27,M,495,En Couple,2,FALSE,193 MM 77
49,M,413,En Couple,3,FALSE,5708 WG 74
66,M,410,En Couple,4,FALSE,3339 ET 86
29,M,599,En Couple,1,TRUE,6779 IK 57
49,M,1325,celibataire,0,FALSE,9670 VA 52
26,M,483,En Couple,4,FALSE,5166 LX 33
48,M,910,En Couple,1,FALSE,8918 SK 94
37,F,1019,celibataire,0,FALSE,1391 GA 41
30,M,1348,En Couple,0,FALSE,2271 FI 25
36,F,404,En Couple,4,TRUE,1695 WX 84
42,F,561,En Couple,2,FALSE,5707 YW 71
59,M,437,En Couple,4,FALSE,9964 BY 37
20,M,478,En Couple,0,TRUE,6370 WL 63
59,M,443,En Couple,0,TRUE,9819 TY 88
59,F,239,En Couple,4,FALSE,5953 LX 17
18,M,571,En Couple,1,FALSE,8959 KK 57
44,F,1164,celibataire,0,FALSE,5075 ZX 18
29,M,486,En Couple,2,TRUE,5135 JF 96
39,M,449,celibataire,0,FALSE,1994 OD 96
25,M,171,Seule,1,FALSE,5540 MV 82
26,M,581,celibataire,0,FALSE,2902 RX 49
53,M,1014,En Couple,1,FALSE,599 KY 77
31,M,587,En Couple,0,FALSE,2108 QB 72
80,M,430,celibataire,0,FALSE,4775 FT 56
31,M,469,En Couple,4,FALSE,3488 LY 81
61,M,1235,celibataire,0,FALSE,7457 DT 79
26,F,882,En Couple,2,TRUE,8138 OZ 71
40,M,532,En Couple,0,FALSE,1317 NM 65
44,F,1260,En Couple,3,FALSE,405 NV 53
27,M,564,celibataire,0,FALSE,3367 ZG 17
80,F,230,En Couple,1,FALSE,1627 YS 31
20,M,568,celibataire,0,FALSE,2380 WV 10
62,M,1209,celibataire,0,FALSE,9465 NR 81
53,F,801,En Couple,3,FALSE,2968 RK 81
29,M,1315,celibataire,0,FALSE,5665 HZ 38
23,M,236,En Couple,2,TRUE,7286 RX 58
53,M,529,celibataire,0,FALSE,9922 MU 84
48,F,892,celibataire,0,FALSE,8639 KR 59
51,F,595,celibataire,0,FALSE,322 HW 37
54,F,154,En Couple,2,FALSE,7905 VG 12
50,M,983,En Couple,1,FALSE,7604 KM 31
49,M,524,En Couple,3,FALSE,7721 FH 92
19,F,529,En Couple,4,FALSE,9618 TJ 50
22,M,536,En Couple,0,FALSE,2345 FC 21
19,M,459,celibataire,0,FALSE,6387 PK 84
66,M,431,celibataire,0,FALSE,9554 DF 83
56,F,540,En Couple,4,FALSE,5125 PB 64
39,F,569,En Couple,3,FALSE,3578 VE 49
24,M,1043,celibataire,0,FALSE,3812 UB 83
31,M,1029,En Couple,2,TRUE,6503 TJ 12
56,M,430,celibataire,0,FALSE,3424 YK 60
29,F,576,celibataire,0,FALSE,5442 VU 19
79,M,178,En Couple,2,FALSE,2843 XX 47
34,M,1112,En Couple,4,FALSE,5237 RS 70
80,M,597,En Couple,2,FALSE,5944 XL 40
46,M,588,En Couple,3,TRUE,1133 IM 40
57,M,509,En Couple,3,FALSE,8909 PP 89
61,M,897,celibataire,0,FALSE,6135 AN 97
20,M,932,En Couple,0,FALSE,8609 HZ 24
62,M,182,En Couple,0,FALSE,4950 ZV 66
73,M,504,Marie,1,FALSE,4414 SU 98
57,M,424,celibataire,0,FALSE,427 WE 60
39,F,822,En Couple,3,FALSE,7871 OM 57
40,M,904,celibataire,0,FALSE,6123 YU 35
38,M,986,Seule,2,FALSE,8163 PY 67
27,M,1051,En Couple,0,FALSE,8781 KG 29
20,M,1240,En Couple,1,TRUE,7784 JA 23
38,M,222,En Couple,1,TRUE,4329 KP 88
23,M,1043,En Couple,0,FALSE,8864 FP 75
54,M,793,En Couple,1,FALSE,9689 HZ 55
27,M,965,En Couple,4,FALSE,3934 UY 50
50,M,491,En Couple,2,FALSE,8634 UN 55
41,F,1021,celibataire,0,FALSE,3993 ZQ 74
36,M,564,En Couple,4,FALSE,2508 US 32
53,M,1360,En Couple,4,FALSE,8840 RI 17
55,M,511,celibataire,0,FALSE,3198 WT 26
40,M,941,celibataire,0,FALSE,7717 SI 59
19,M,211,En Couple,3,FALSE,6130 AK 71
33,M,734,celibataire,0,FALSE,3610 CN 89
67,M,1015,En Couple,0,FALSE,5710 FF 75
36,M,171,En Couple,2,FALSE,8133 BW 16
19,F,1299,En Couple,4,FALSE,2680 DI 31
44,F,532,celibataire,0,FALSE,8775 LG 42
51,M,1033,En Couple,0,FALSE,2121 TP 88
53,F,550,En Couple,0,FALSE,448 AA 46
81,M,241,Seule,2,FALSE,1867 RS 23
78,M,551,En Couple,2,TRUE,3637 EY 96
76,F,472,celibataire,0,FALSE,1931 HU 94
37,M,769,En Couple,1,TRUE,1546 BY 84
48,M,486,En Couple,1,TRUE,5190 TD 75
30,M,418,En Couple,0,FALSE,600 NF 38
32,M,1094,En Couple,1,TRUE,6319 WH 60
25,M,510,En Couple,3,FALSE,7351 WY 55
34,M,545,celibataire,0,FALSE,2183 NE 63
19,M,168,celibataire,0,FALSE,8372 WP 74
60,M,826,En Couple,2,FALSE,5491 UQ 94
54,M,164,En Couple,0,FALSE,3804 HY 27
32,F,579,En Couple,1,FALSE,7818 MB 33
41,F,423,En Couple,1,FALSE,3407 QD 95
21,F,506,En Couple,2,TRUE,4852 IO 44
48,M,224,celibataire,0,FALSE,6413 SS 50
78,M,991,En Couple,4,FALSE,6843 GG 29
23,M,721,En Couple,1,FALSE,2316 GI 40
54,M,162,En Couple,2,FALSE,4189 FF 98
35,M,526,En Couple,1,FALSE,223 II 65
26,F,436,Seule,1,FALSE,5191 KO 11
65,M,561,Seule,1,FALSE,5648 BY 28
21,M,402,En Couple,0,FALSE,8043 LS 30
64,F,223,En Couple,2,TRUE,9686 YN 23
80,M,582,celibataire,0,FALSE,4155 PY 55
27,M,977,En Couple,1,FALSE,415 UK 22
78,F,168,En Couple,4,FALSE,7723 AO 64
26,F,916,celibataire,0,FALSE,8455 TH 45
54,M,229,celibataire,0,FALSE,7410 SC 73
84,M,787,celibataire,0,FALSE,3326 ZQ 69
40,M,156,En Couple,4,FALSE,5657 RJ 70
75,F,488,En Couple,3,FALSE,5686 ZB 55
42,F,246,Seule,3,FALSE,426 AU 80
69,M,163,En Couple,0,FALSE,546 GI 40
26,M,1057,celibataire,0,FALSE,977 TI 59
19,M,503,celibataire,0,FALSE,6488 FO 74
82,F,239,celibataire,0,FALSE,5790 FE 78
73,M,198,En Couple,4,TRUE,2223 GU 95
83,F,451,En Couple,1,FALSE,9665 NM 22
36,M,499,celibataire,0,FALSE,1969 MV 65
33,M,218,En Couple,1,FALSE,2172 TV 64
46,M,1229,En Couple,2,FALSE,3770 UE 10
59,M,517,celibataire,0,FALSE,8084 TP 29
27,F,1048,En Couple,0,FALSE,6454 KS 87
33,F,583,En Couple,2,FALSE,8752 FM 21
50,M,226,En Couple,3,FALSE,3398 AG 87
46,M,1264,celibataire,0,FALSE,4248 HT 10
36,M,224,En Couple,0,TRUE,3868 LK 96
69,F,700,celibataire,0,FALSE,70 OQ 68
37,M,431,En Couple,0,FALSE,9465 ED 73
30,M,178,En Couple,3,TRUE,5576 PR 14
22,M,470,En Couple,2,FALSE,9845 CJ 78
31,M,552,celibataire,0,FALSE,1179 UW 74
56,F,206,En Couple,3,TRUE,9895 US 28
35,M,846,En Couple,4,FALSE,7553 GW 88
28,M,1120,En Couple,0,FALSE,7049 TQ 91
79,M,549,celibataire,0,FALSE,124 LI 31
34,M,972,En Couple,1,TRUE,4597 OS 30
22,M,852,En Couple,0,TRUE,96 FC 40
23,M,495,En Couple,1,FALSE,3946 SQ 55
19,M,996,celibataire,0,FALSE,6500 SV 98
18,M,928,celibataire,0,FALSE,8486 TZ 12
29,M,475,En Couple,2,TRUE,2577 YN 53
20,M,482,celibataire,0,FALSE,9757 JS 87
59,F,174,En Couple,0,TRUE,4945 ZF 40
25,F,464,celibataire,0,FALSE,9744 BU 71
51,M,210,Marie,2,FALSE,9664 JC 48
